lp_rates1,lp_rates2,lp_rates3,lp_rates4,lp_rates5,lp_rates6,lp_rates7,lp_rates8,lp_rates9,lp_rates10
4.01811685040617,202.120686138343,127.722095445977,38.67119700829,0,917.257728239827,2477.65922743457,1468.74145287349,70.5342848111851,0
