lp_rates1,lp_rates2,lp_rates3,lp_rates4,lp_rates5,lp_rates6,lp_rates7,lp_rates8,lp_rates9,lp_rates10
5.94066228824312,244.165813246171,110.685600060342,0,0,917.257728239827,2477.65922743457,1468.74145287349,77.3988704213791,0
2.2794111890538,0,134.237854909929,33.7923348534893,0,917.257728239827,2477.65922743457,1468.74145287349,71.8216610810708,0
0,279.608612122276,142.582527835573,184.719654659021,0,0,0,1468.74145287349,83.649515917661,0
4.17135775582048,0,145.869278202056,75.8754258880279,0,917.257728239827,2477.65922743457,0,57.6479892211175,0
8.78758664375914,257.230478389483,77.8033448125384,0,0,0,0,0,80.9115116220671,0
3.02859587205303,213.862121673788,113.685654659654,106.479394456812,34.1575625334189,0,0,0,82.4442894161154,0
6.17571649197983,276.846304629583,147.307074055707,167.517634707038,22.4658886453726,917.257728239827,2477.65922743457,1468.74145287349,60.5483242146081,0
13.4931341169274,259.249593450729,95.4574797075863,148.056550998399,0,917.257728239827,2477.65922743457,1468.74145287349,66.0334421772597,0
2.01566314934366,257.001810062858,123.512498619344,149.220745888018,0,917.257728239827,2477.65922743457,0,76.6858179677816,0
5.42358543243486,211.899713529238,141.088979493958,53.0263820389412,0,0,2477.65922743457,1468.74145287349,61.9081192871261,0
0,264.444757398991,129.148378390152,155.487875405336,0,917.257728239827,0,0,78.4999694257315,0
10.5566575088958,0,127.666721131485,118.16265967175,0,917.257728239827,2477.65922743457,1468.74145287349,49.9782786779661,0
0,261.990834654623,87.5,2.31045912722908,0,917.257728239827,2147.98572139429,1468.74145287349,108.49417991459,0
0.360881559055779,262.918575359592,123.842199611059,99.7848365581936,8.31190154358434,0,0,0,79.3617956967443,0
3.27842320490389,194.05089068057,83.0901006420204,69.4774740314442,0,917.257728239827,2477.65922743457,1468.74145287349,99.5879045317938,0
17.1357686813767,230.064744225397,115.029204546421,90.9410290084461,0,917.257728239827,2477.65922743457,1468.74145287349,33.1618743279576,0
6.0379805746642,177.078104224282,80.5306232817184,0,0,223.464036424491,0,0,90.0235576599918,0
8.45543100937456,0,121.737115167819,83.5262441246977,39.1152581352953,917.257728239827,2477.65922743457,1468.74145287349,58.2897128572341,0
2.27941118905377,256.464263489762,134.237854909929,33.792334853489,0,917.257728239827,2477.65922743457,1468.74145287349,71.8216610810709,0
0,280.577203419752,143.49279186813,185.688245956497,0,0,2477.65922743457,1468.74145287349,83.9159365185631,0
4.43356059320529,182.674042536653,144.448285619953,75.262641927659,0,917.257728239827,798.975460852408,0,57.4329101683778,0
9.16567585470623,253.66449649108,75.967525639254,0,1.53808831881389,917.257728239827,0,0,80.9459171061921,0
2.94310907976729,222.593463655162,114.342327798448,115.210736438187,34.8142356722126,0,0,0,82.3394522623922,0
6.17775347542807,276.843695132652,147.298024438062,167.512136186256,22.4568390277282,917.257728239827,2477.65922743457,1468.74145287349,60.5472887516007,0
14.4814268731899,257.621302887514,89.396943265046,144.551153944011,0,917.257728239827,2477.65922743457,1468.74145287349,66.3837559132775,0
1.78994180776995,257.109404415952,123.988407929436,149.328340241112,0,917.257728239827,2477.65922743457,0,77.1313729002008,0
5.38119849872277,212.708601379329,144.416003632657,62.3670213721969,0,917.257728239827,2477.65922743457,1468.74145287349,60.6587674411785,0
0,264.727535029154,129.186956321566,155.770653035498,25.2792136533852,917.257728239827,0,0,78.4871934490147,0
